  Hz	 mVrms	dBV	deg
21700	10.690	-39.421
21800	10.707	-39.407
21900	10.691	-39.420
22000	10.546	-39.539
22100	10.710	-39.405
22200	10.480	-39.593
22300	10.392	-39.667
22400	10.349	-39.703
22500	10.297	-39.746
22600	10.245	-39.790
22700	10.263	-39.775
22800	10.236	-39.798
22900	10.371	-39.684
23000	10.233	-39.800
23100	10.248	-39.788
23200	10.080	-39.931
23300	10.191	-39.836
23400	10.033	-39.972
23500	9.728	-40.240
23600	9.976	-40.021
23700	9.947	-40.047
23800	10.066	-39.943
23900	9.801	-40.175
24000	9.965	-40.031
24100	10.093	-39.920
24200	9.641	-40.318
24300	9.414	-40.525
24400	9.429	-40.511
24500	9.540	-40.409
24600	9.901	-40.087
24700	9.558	-40.393
24800	9.644	-40.315
24900	9.524	-40.424
25000	9.633	-40.326
25100	9.266	-40.663
25200	9.358	-40.577
25300	9.543	-40.407
25400	9.334	-40.600
25500	9.562	-40.389
25600	9.331	-40.602
25700	9.158	-40.764
25800	9.497	-40.449
25900	9.222	-40.704
26000	9.133	-40.788
26100	9.160	-40.763
26200	9.034	-40.883
26300	9.107	-40.813
26400	9.290	-40.640
26500	8.940	-40.974
26600	9.124	-40.796
26700	8.967	-40.948
26800	8.949	-40.965
26900	8.983	-40.932
27000	9.082	-40.837
27100	9.095	-40.825
27200	9.032	-40.885
27300	8.938	-40.975
27400	9.225	-40.701
27500	8.897	-41.016
27600	8.817	-41.094
27700	8.680	-41.230
27800	8.778	-41.132
27900	8.901	-41.012
28000	9.088	-40.831
28100	8.935	-40.978
28200	8.737	-41.174
28300	8.872	-41.040
28400	8.775	-41.136
28500	8.642	-41.268
28600	8.731	-41.179
28700	9.010	-40.907
28800	8.731	-41.179
28900	8.561	-41.350
29000	8.701	-41.209
29100	8.841	-41.071
29200	8.703	-41.207
29300	8.588	-41.323
29400	8.605	-41.305
29500	8.532	-41.380
29600	8.557	-41.355
29700	8.865	-41.047
29800	8.398	-41.518
29900	8.789	-41.122
  Hz	 mVrms	dBV	deg
100.0	3.848	-48.296
200.0	4.029	-47.896
300.0	4.375	-47.182
400.0	4.834	-46.314
500.0	5.262	-45.578
600.0	5.912	-44.566
700.0	6.266	-44.061
800.0	6.840	-43.299
900.0	7.981	-41.959
1000.0	8.076	-41.856
1100.0	9.005	-40.911
1200.0	9.796	-40.180
1300.0	10.767	-39.359
1400.0	11.718	-38.624
1500.0	12.273	-38.222
1600.0	13.014	-37.713
1700.0	13.747	-37.236
1800.0	14.497	-36.775
1900.0	14.988	-36.486
2000.0	15.762	-36.048
2100.0	16.196	-35.812
2200.0	16.806	-35.491
2300.0	17.331	-35.224
2400.0	17.936	-34.926
2500.0	18.012	-34.889
2600.0	18.239	-34.781
2700.0	18.100	-34.847
2800.0	17.995	-34.898
2900.0	17.946	-34.921
3000.0	17.419	-35.180
3100.0	17.148	-35.316
3200.0	16.745	-35.523
3300.0	16.282	-35.767
3400.0	15.873	-35.988
3500.0	15.402	-36.249
3600.0	15.130	-36.404
3700.0	14.621	-36.701
3800.0	14.328	-36.877
3900.0	13.830	-37.184
4000.0	13.467	-37.415
4100.0	13.094	-37.659
4200.0	12.662	-37.950
4300.0	12.331	-38.181
4400.0	11.926	-38.471
4500.0	11.638	-38.683
4600.0	11.237	-38.987
4700.0	10.826	-39.311
4800.0	10.546	-39.538
4900.0	10.239	-39.795
5000.0	9.785	-40.189
5100.0	9.656	-40.304
5200.0	9.175	-40.748
5300.0	9.002	-40.914
5400.0	8.726	-41.185
5500.0	8.434	-41.480
5600.0	8.245	-41.677
5700.0	8.201	-41.724
5800.0	7.886	-42.063
5900.0	7.687	-42.286
6000.0	7.678	-42.296
6100.0	7.479	-42.524
6200.0	7.374	-42.647
6300.0	7.221	-42.829
6400.0	7.066	-43.017
6500.0	6.924	-43.193
6600.0	6.867	-43.265
6700.0	6.792	-43.361
6800.0	6.662	-43.529
6900.0	6.611	-43.595
7000.0	6.519	-43.717
7100.0	6.380	-43.904
7200.0	6.329	-43.974
7300.0	6.290	-44.027
7400.0	6.155	-44.216
7500.0	6.061	-44.349
7600.0	6.159	-44.211
7700.0	5.800	-44.733
7800.0	5.851	-44.656
7900.0	5.858	-44.646
8000.0	5.746	-44.813
8100.0	5.793	-44.743
8200.0	5.455	-45.265
8300.0	5.752	-44.804
8400.0	5.506	-45.184
8500.0	5.502	-45.191
8600.0	5.366	-45.408
8700.0	5.304	-45.509
8800.0	5.331	-45.464
8900.0	5.413	-45.331
9000.0	5.209	-45.665
9100.0	5.159	-45.749
9200.0	5.435	-45.297
9300.0	5.072	-45.896
9400.0	5.300	-45.515
9500.0	5.372	-45.398
9600.0	5.080	-45.883
9700.0	5.066	-45.907
9800.0	5.042	-45.949
9900.0	5.262	-45.578
10000	5.133	-45.793
10100	5.021	-45.984
10200	4.952	-46.106
10300	4.923	-46.155
10400	5.019	-45.988
10500	4.913	-46.174
10600	4.862	-46.264
10700	4.949	-46.109
10800	4.789	-46.396
10900	4.716	-46.529
11000	4.820	-46.340
11100	4.673	-46.609
11200	4.618	-46.711
11300	4.786	-46.401
